iter	Passed	Remaining
611	1066	675
612	1068	674
613	1070	672
614	1071	670
615	1072	668
616	1073	666
617	1074	664
618	1076	662
619	1077	660
620	1078	658
621	1079	656
622	1081	654
623	1083	652
624	1084	650
625	1086	648
626	1087	646
627	1088	644
628	1089	642
629	1090	640
630	1092	638
631	1093	636
632	1094	634
633	1095	632
634	1098	631
635	1099	629
636	1100	627
637	1101	625
638	1102	623
639	1104	621
640	1106	619
641	1107	617
642	1109	615
643	1110	614
644	1113	612
645	1114	610
646	1115	608
647	1117	606
648	1118	604
649	1119	602
650	1120	600
651	1121	598
652	1123	596
653	1124	594
654	1125	592
655	1127	591
656	1129	589
657	1130	587
658	1131	585
659	1133	583
660	1134	581
661	1135	579
662	1136	577
663	1138	575
664	1139	573
665	1141	572
666	1143	570
667	1144	568
668	1145	566
669	1146	564
670	1148	562
671	1149	560
672	1150	558
673	1151	557
674	1152	555
675	1153	553
676	1156	551
677	1157	549
678	1159	547
679	1160	546
680	1162	544
681	1163	542
682	1164	540
683	1165	538
684	1167	536
685	1168	534
686	1171	533
687	1172	531
688	1174	530
689	1175	528
690	1176	526
691	1177	524
692	1179	522
693	1180	520
694	1181	518
695	1182	516
696	1183	514
697	1186	513
698	1187	511
699	1188	509
700	1190	507
701	1191	505
702	1192	503
703	1193	501
704	1194	499
705	1196	498
706	1197	496
707	1198	494
708	1201	493
709	1202	491
710	1203	489
711	1204	487
712	1206	485
713	1207	483
714	1208	481
715	1209	479
716	1210	477
717	1211	476
718	1213	474
719	1216	473
720	1217	471
721	1219	469
722	1220	467
723	1222	465
724	1223	464
725	1224	462
726	1225	460
727	1227	458
728	1228	456
729	1231	455
730	1233	453
731	1234	451
732	1235	450
733	1236	448
734	1237	446
735	1238	444
736	1240	442
737	1241	440
738	1242	438
739	1245	437
740	1246	435
741	1247	433
742	1249	432
743	1250	430
744	1251	428
745	1252	426
746	1253	424
747	1255	422
748	1256	420
749	1257	419
750	1260	417
751	1261	416
752	1263	414
753	1264	412
754	1265	410
755	1266	408
756	1267	406
757	1269	405
758	1270	403
759	1271	401
760	1272	399
761	1275	398
762	1276	396
763	1277	394
764	1278	392
765	1280	391
766	1281	389
767	1282	387
768	1283	385
769	1284	383
770	1286	381
771	1287	380
772	1289	378
773	1291	377
774	1292	375
775	1293	373
776	1294	371
777	1296	369
778	1297	368
779	1298	366
780	1299	364
781	1300	362
782	1301	360
783	1304	359
784	1306	357
785	1307	355
786	1308	354
787	1309	352
788	1310	350
789	1312	348
790	1313	347
791	1314	345
792	1315	343
793	1317	341
794	1319	340
795	1321	338
796	1322	336
797	1323	335
798	1325	333
799	1326	331
800	1327	329
801	1328	328
802	1330	326
803	1331	324
804	1333	323
805	1335	321
806	1336	319
807	1337	317
808	1338	316
809	1340	314
810	1341	312
811	1342	310
812	1343	309
813	1345	307
814	1346	305
815	1348	304
816	1349	302
817	1351	300
818	1352	298
819	1353	297
820	1354	295
821	1355	293
822	1357	291
823	1358	290
824	1359	288
825	1360	286
826	1362	285
827	1364	283
828	1365	281
829	1366	279
830	1368	278
831	1369	276
832	1370	274
833	1371	273
834	1372	271
835	1374	269
836	1375	267
837	1377	266
838	1379	264
839	1380	262
840	1382	261
841	1383	259
842	1384	257
843	1385	256
844	1387	254
845	1388	252
846	1389	250
847	1390	249
848	1392	247
849	1394	246
850	1396	244
851	1397	242
852	1398	241
853	1399	239
854	1401	237
855	1402	235
856	1403	234
857	1404	232
858	1407	231
859	1408	229
860	1410	227
861	1411	225
862	1413	224
863	1414	222
864	1415	220
865	1416	219
866	1417	217
867	1418	215
868	1420	214
869	1422	212
870	1423	210
871	1425	209
872	1426	207
873	1428	205
874	1430	204
875	1432	202
876	1434	201
877	1437	199
878	1439	198
879	1440	196
880	1441	194
881	1442	193
882	1444	191
883	1445	189
884	1446	187
885	1447	186
886	1448	184
887	1450	182
888	1452	181
889	1453	179
890	1454	177
891	1455	176
892	1456	174
893	1458	172
894	1459	171
895	1460	169
896	1461	167
897	1463	166
898	1466	164
899	1468	163
900	1470	161
901	1471	159
902	1473	158
903	1474	156
904	1475	154
905	1476	153
906	1478	151
907	1479	149
908	1481	148
909	1482	146
910	1483	144
911	1485	143
912	1486	141
913	1487	139
914	1488	138
915	1490	136
916	1491	134
917	1492	133
918	1495	131
919	1497	130
920	1498	128
921	1499	126
922	1500	125
923	1501	123
924	1502	121
925	1504	120
926	1505	118
927	1506	116
928	1507	115
929	1510	113
930	1511	112
931	1512	110
932	1514	108
933	1515	107
934	1516	105
935	1518	103
936	1519	102
937	1520	100
938	1521	98
939	1524	97
940	1525	95
941	1526	94
942	1528	92
943	1529	90
944	1530	89
945	1532	87
946	1533	85
947	1534	84
948	1535	82
949	1536	80
950	1539	79
951	1540	77
952	1541	76
953	1543	74
954	1544	72
955	1545	71
956	1546	69
957	1547	67
958	1549	66
959	1550	64
960	1551	62
961	1554	61
962	1555	59
963	1556	58
964	1557	56
965	1559	54
966	1560	53
967	1561	51
968	1562	49
969	1563	48
970	1565	46
971	1566	45
972	1568	43
973	1569	41
974	1571	40
975	1572	38
976	1573	37
977	1574	35
978	1576	33
979	1577	32
980	1578	30
981	1579	28
982	1580	27
983	1583	25
984	1584	24
985	1585	22
986	1587	20
987	1588	19
988	1589	17
989	1590	16
990	1592	14
991	1593	12
992	1594	11
993	1596	9
994	1598	8
995	1600	6
996	1601	4
997	1602	3
998	1604	1
999	1605	0
